9,24,1
0,27,1
16,80,1
15,50,1
0,53,1
0,10,1
9,52,1
19,8,1
0,30,1
0,17,1
8,16,1
0,8,1
0,39,0
19,32,1
0,47,1
0,178,1
0,156,1
0,20,1
20,39,1
2,31,1
0,10,1
0,26,1
2,32,1
0,18,0
0,8,1
0,25,1
0,18,1
0,15,1
0,15,0
15,29,0
0,20,0
2,28,1
17,60,1
0,19,0
17,19,1
0,53,1
0,48,1
0,8,0
0,17,1
0,32,1
0,31,1
0,25,1
0,12,1
0,15,1
0,36,1
0,17,1
13,43,1
20,25,0
4,10,1
17,96,1
0,24,0
0,36,1
7,28,1
19,17,1
17,43,1
0,22,1
0,44,1
17,8,0
14,61,0
0,147,0
18,13,1
0,20,1
3,40,1
0,36,1
0,20,1
0,54,1
0,16,1
0,61,1
5,29,1
11,41,1
11,38,1
0,21,1
0,10,1
16,17,1
0,66,0
0,22,1
0,62,1
19,17,1
0,46,0
0,31,1
11,24,0
12,26,1
15,22,1
19,28,1
17,24,1
0,30,1
8,37,1
19,28,1
19,29,1
18,25,1
8,27,1
0,49,1
0,23,1
18,44,1
16,47,1
9,30,1
19,14,1
16,10,1
0,8,1
0,50,1
18,8,1
12,29,1
19,55,1
17,14,1
2,35,1
0,11,1
3,23,1
0,209,1
0,12,1
19,51,1
0,5,0
19,24,1
0,19,0
19,58,0
0,21,1
0,17,1
0,13,1
14,15,1
18,17,1
17,53,1
0,20,1
0,11,1
0,21,0
20,13,1
5,235,1
15,58,1
0,44,1
0,42,1
0,20,0
0,65,0
0,81,0
5,75,1
18,11,0
4,10,1
0,18,1
19,78,1
0,8,1
19,107,0
0,18,1
17,39,1
20,271,1
20,9,1
0,16,0
0,77,1
0,10,1
17,17,0
0,52,1
0,12,1
0,47,1
0,37,0
20,19,1
19,31,1
0,91,1
0,31,0
11,19,1
0,20,1
12,24,1
11,91,1
15,44,1
4,17,1
0,55,1
0,20,1
12,18,1
20,23,1
0,8,1
12,8,1
14,32,1
14,22,1
17,17,1
17,12,1
2,16,1
0,19,1
0,57,1
19,82,1
15,70,1
0,14,1
0,40,1
19,16,0
20,68,1
9,32,1
0,98,1
0,38,1
0,25,0
0,55,1
0,35,1
15,31,1
0,357,0
18,22,0
0,24,1
0,35,1
20,58,0
0,5,1
20,15,1
0,27,0
0,18,1
17,34,1
0,17,1
2,33,1
0,115,1
19,67,1
0,98,1
0,13,1
17,25,1
0,27,1
0,112,0
2,22,0
0,148,1
19,42,1
0,57,1
0,23,1
11,28,1
0,14,1
0,15,1
0,25,0
0,210,0
19,62,1
12,61,1
14,15,1
20,12,1
0,28,0
11,10,1
20,13,1
0,30,1
0,14,1
19,35,1
19,35,1
14,68,0
0,37,1
0,9,1
20,27,1
5,17,1
0,15,1
0,16,1
0,19,1
17,18,1
0,73,1
0,15,1
0,10,0
0,51,1
0,19,1
18,34,1
0,19,1
16,37,0
7,6,0
0,59,1
20,28,1
19,126,1
20,42,1
2,27,1
0,13,1
20,44,1
0,11,1
8,127,1
0,29,1
0,21,0
2,17,1
3,23,1
0,29,1
0,24,1
0,6,1
4,20,1
20,37,0
0,45,1
19,56,1
20,67,1
15,20,1
0,13,1
0,21,0
17,8,1
0,22,1
19,14,0
15,8,1
0,45,1
19,27,1
9,24,0
17,42,1
0,37,1
15,25,1
20,64,1
0,43,1
13,10,1
15,98,1
0,25,1
0,17,1
19,29,1
0,24,1
0,29,1
7,16,1
0,32,0
0,10,1
0,22,1
0,132,1
8,33,1
8,31,1
0,16,0
0,22,1
11,32,1
16,35,1
0,36,1
16,83,1
0,24,1
16,62,1
0,139,1
0,93,1
18,38,1
0,32,0
0,36,1
0,36,1
0,41,1
0,36,0
13,55,1
0,37,1
0,41,0
6,19,1
0,27,0
0,27,1
20,70,1
12,55,1
0,24,0
20,48,1
13,15,1
17,88,1
0,14,1
19,34,0
0,19,1
18,8,0
0,16,1
0,47,1
0,30,1
14,41,1
0,24,1
19,28,1
6,56,1
0,33,1
0,32,1
0,21,1
0,16,1
18,26,1
0,63,1
5,22,1
0,16,0
18,34,1
3,29,1
0,6,1
16,23,1
0,31,1
19,30,1
0,98,1
20,127,1
9,54,1
19,84,1
0,34,1
17,26,1
2,9,1
0,46,1
0,41,1
0,34,1
13,14,1
17,22,1
0,47,1
0,49,1
0,12,1
0,24,1
9,11,0
20,23,1
0,22,1
11,9,1
17,14,1
0,11,1
12,15,1
4,23,1
0,36,1
0,31,0
19,32,1
0,7,1
0,22,0
0,26,1
17,18,1
0,16,1
0,24,1
19,10,0
0,24,1
17,24,1
19,22,1
20,24,1
3,26,1
15,25,1
0,28,1
0,23,1
0,14,1
0,55,1
0,25,1
19,32,1
0,22,1
4,72,1
15,20,1
19,26,1
14,16,1
0,20,1
13,8,1
16,21,1
0,20,1
11,43,1
0,19,1
0,11,1
0,48,1
0,20,1
20,392,1
0,12,0
0,20,1
17,12,1
14,14,1
13,25,1
0,54,0
19,30,1
0,11,1
17,71,1
0,37,0
0,37,1
0,63,1
8,46,1
12,51,1
0,22,1
0,24,1
2,25,1
0,28,1
0,50,1
0,21,1
0,12,1
13,22,0
19,23,1
17,38,1
19,84,1
14,9,1
0,24,0
20,163,1
7,10,1
12,29,1
3,20,1
0,51,1
0,33,1
0,50,1
0,628,0
11,21,1
9,57,1
0,137,0
20,13,1
16,40,1
1,10,1
20,8,1
20,18,0
0,27,1
0,18,1
11,29,1
7,9,1
0,15,1
16,12,1
0,48,0
0,32,0
0,7,0
0,63,0
0,39,0
0,10,0
12,17,0
0,69,0
1,29,0
17,19,0
20,33,0
4,48,0
0,9,0
0,80,0
0,37,0
0,5,1
0,37,0
0,56,0
0,42,0
0,58,0
0,26,0
7,22,0
20,12,0
0,21,0
3,9,0
0,145,0
19,29,0
20,37,0
0,21,0
9,25,0
17,31,0
18,16,0
0,50,0
0,179,0
0,21,0
0,11,0
15,50,0
20,7,0
0,76,0
9,105,0
15,8,0
17,24,0
0,34,0
0,31,0
17,12,0
9,17,0
17,28,0
20,22,0
0,33,0
8,16,0
7,16,1
0,5,0
0,78,0
0,44,0
0,21,0
0,14,0
0,22,0
18,27,0
0,17,0
0,17,0
0,29,0
0,48,0
0,9,0
0,54,0
17,16,0
20,44,0
0,37,0
19,29,0
0,117,0
0,23,0
0,11,0
11,12,0
0,43,0
0,83,0
0,26,0
0,77,0
0,38,0
0,2,0
0,9,0
0,15,0
3,45,0
20,34,0
19,16,0
0,14,0
0,25,0
0,45,0
13,13,0
13,17,0
0,33,0
0,5,0
0,18,0
7,19,0
15,35,0
17,18,0
20,62,0
20,12,0
0,20,0
0,40,0
1,32,1
20,26,0
0,30,0
8,14,0
2,34,1
10,13,0
0,14,0
0,79,0
0,33,0
20,29,0
19,114,0
0,10,0
20,13,0
20,14,0
0,28,0
0,83,0
0,24,0
0,48,0
3,20,0
18,10,0
17,29,0
0,23,0
4,9,0
0,43,0
0,8,0
0,9,0
18,26,0
0,70,0
20,16,0
12,42,0
0,78,0
0,38,0
14,28,0
12,339,0
0,23,0
0,10,0
12,26,0
0,52,0
0,19,0
0,65,0
19,34,0
17,29,0
18,27,0
0,16,0
0,15,0
0,25,0
0,28,0
16,170,0
15,26,0
8,17,0
0,51,0
20,46,0
0,28,0
14,10,0
0,12,0
0,26,0
15,8,0
12,5,0
20,31,0
0,7,0
0,16,0
15,61,1
0,16,0
0,12,0
0,14,0
19,29,0
17,35,0
20,28,0
13,23,0
13,38,0
19,32,0
17,47,0
0,13,0
19,10,0
17,43,1
0,13,0
0,26,0
4,70,0
13,19,0
7,5,0
2,12,0
19,21,0
0,22,0
0,12,0
14,11,0
0,11,0
0,38,0
0,22,0
20,26,0
6,17,0
0,14,0
8,24,1
0,41,0
0,64,1
9,46,0
0,20,0
14,14,0
0,20,0
0,9,0
0,20,0
17,36,0
0,28,0
0,37,1
0,15,0
0,27,0
20,16,0
0,25,1
3,11,0
0,56,0
0,43,0
6,13,0
20,27,0
20,29,0
0,14,0
0,24,1
16,43,0
0,49,1
7,50,0
0,10,0
17,13,0
17,30,0
20,19,0
0,18,0
0,12,0
0,10,0
0,15,1
0,25,0
1,20,0
0,20,0
17,9,0
0,29,0
0,12,0
0,19,1
0,17,1
0,19,0
0,15,0
16,22,0
6,25,0
0,20,0
11,12,0
0,66,0
0,20,0
17,22,0
18,26,0
12,15,0
0,46,0
0,29,0
20,27,0
0,18,0
0,76,0
18,7,0
20,47,0
14,64,0
0,13,0
0,8,0
15,17,0
0,135,0
20,25,0
0,20,0
20,16,0
13,333,0
19,46,1
9,17,1
19,15,1
14,19,0
0,7,0
7,10,0
1,30,0
0,21,0
0,33,1
0,27,1
0,16,0
20,179,0
16,15,0
13,9,0
0,8,0
11,62,0
17,8,0
0,31,0
0,50,0
9,34,0
0,12,0
0,25,0
0,49,0
17,19,0
0,37,0
0,63,0
9,22,0
0,46,0
0,81,0
13,28,0
14,45,0
9,12,0
0,22,0
12,274,0
0,33,0
0,27,0
0,44,0
0,18,0
0,43,1
0,17,0
0,20,1
16,45,0
19,17,0
0,24,0
18,22,0
20,29,0
17,32,0
12,92,1
20,16,0
0,27,1
0,26,0
0,72,0
20,17,0
0,35,0
0,45,0
0,20,0
0,124,0
0,75,0
18,24,0
11,50,0
0,16,0
12,21,1
0,13,1
12,34,1
17,6,0
0,35,0
0,40,0
0,17,0
14,62,0
6,29,0
0,33,0
0,40,0
19,54,0
0,35,0
0,24,0
0,26,0
0,8,0
0,26,0
0,62,0
14,41,0
17,21,1
0,38,1
5,47,0
0,30,1
4,68,0
20,9,0
0,48,0
0,14,0
0,9,1
0,51,1
20,63,0
0,36,0
20,27,0
0,56,0
20,20,0
0,28,0
0,18,0
0,45,1
20,15,0
0,34,1
13,11,0
0,15,0
0,35,0
0,42,0
0,17,1
19,21,0
19,18,0
0,35,0
20,64,0
0,60,0
11,15,0
1,22,1
20,63,0
20,12,0
0,12,0
0,23,1
9,27,0
0,24,0
16,55,0
0,18,0
0,31,0
0,114,1
9,57,1
6,26,0
15,25,0
20,23,1
0,17,0
0,34,1
0,119,0
0,82,0
20,15,0
0,12,0
0,64,0
8,26,0
14,30,0
17,6,0
9,49,0
19,35,0
9,71,0
0,23,1
17,24,1
9,122,0
0,21,0
0,122,0
0,8,0
18,27,0
13,25,1
7,6,0
0,81,0
0,40,0
0,15,0
8,21,1
16,63,1
0,50,0
17,34,1
12,13,0
20,35,0
19,144,0
0,15,1
0,25,1
20,127,1
0,21,1
0,34,0
11,39,1
0,99,0
15,33,0
0,16,0
11,32,0
0,34,0
20,22,1
10,67,1
18,31,0
0,95,1
20,16,0
0,33,0
0,26,1
0,26,0
0,13,0
0,13,1
0,28,0
0,22,1
4,15,0
17,21,1
11,47,0
0,103,0
17,43,0
0,32,0
0,14,0
20,29,0
17,5,0
0,33,0
0,15,0
14,29,1
0,26,0
20,13,0
11,44,0
16,77,0
0,25,1
0,17,0
0,14,0
20,33,0
0,101,0
0,37,0
0,24,1
12,13,0
0,44,0
0,29,1
0,19,1
0,292,1
0,62,1
0,19,0
0,30,0
14,8,0
20,24,1
0,21,1
3,29,1
0,4,0
0,24,0
0,9,0
0,3,0
0,15,1
0,28,0
0,28,0
0,10,0
20,26,0
15,39,0
15,39,0
18,12,0
0,61,0
7,8,1
0,12,1
16,23,1
12,23,0
0,20,0
17,53,0
0,34,0
14,47,1
0,32,1
19,40,0
0,8,0
1,38,1
16,56,1
20,33,0
12,24,1
0,21,0
0,20,0
3,14,0
0,23,0
0,7,0
3,33,0
0,98,0
20,39,0
0,50,1
0,11,1
0,29,0
0,26,0
0,10,1
20,18,1
16,43,1
18,14,1
0,15,1
0,11,0
9,48,1
0,29,0
0,16,0
0,22,1
0,24,1
0,20,0
14,19,0
0,24,0
9,9,0
17,69,0
15,9,0
0,19,0
0,29,1
20,21,0
8,32,0
18,22,0
5,79,1
0,44,0
6,20,0
14,71,1
20,27,0
0,14,1
0,7,0
0,54,0
12,66,0
20,30,0
0,14,0
0,22,1
0,22,0
20,127,0
0,17,0
0,18,0
19,33,0
4,39,1
18,23,0
0,33,0
6,31,0
0,17,0
0,10,0
19,64,0
20,35,0
0,25,0
0,32,0
0,30,0
0,41,0
19,42,0
0,17,0
0,18,0
0,15,1
0,30,0
0,21,1
19,32,0
11,19,0
20,37,0
0,31,0
16,54,0
20,26,0
0,22,0
0,47,1
0,43,0
20,11,0
0,15,1
16,35,1
6,24,1
15,36,0
14,34,0
18,9,0
11,18,0
17,14,0
0,8,0
0,19,0
9,22,1
0,37,1
0,30,1
9,20,0
0,38,1
14,17,1
0,26,1
19,15,0
19,28,0
0,18,0
18,27,0
20,289,0
0,20,1
0,13,0
0,13,0
0,20,0
0,23,1
17,11,0
17,43,0
20,36,0
0,45,0
20,4,0
18,54,0
17,28,0
0,67,0
0,4,0
0,20,0
6,279,1
0,59,0
20,33,0
9,69,0
3,24,0
0,13,1
0,8,1
0,19,1
20,21,0
0,36,1
0,67,1
0,60,1
9,12,1
9,24,0
0,13,0
0,34,0
0,95,1
4,152,0
0,57,1
20,45,0
0,11,0
0,11,1
18,70,1
0,35,0
0,105,0
0,53,1
11,41,1
0,17,1
9,18,1
6,38,1
14,15,1
0,4,0
13,40,0
13,23,0
0,55,0
12,70,0
0,31,1
0,13,0
0,6,0
20,11,1
0,15,1
0,11,1
20,36,0
0,48,1
16,22,0
16,24,1
17,75,1
0,23,1
0,37,1
15,36,0
0,18,0
0,20,0
0,36,0
0,25,0
0,18,1
12,13,1
0,34,1
20,14,1
6,36,1
20,45,0
0,12,0
0,9,0
0,39,1
14,24,1
0,170,0
0,18,1
0,28,1
0,25,1
0,33,0
8,22,1
0,33,1
0,11,0
0,38,1
0,6,1
0,27,1
9,56,1
20,34,1
11,78,1
18,11,0
17,11,0
18,63,1
20,66,1
0,25,0
20,4,0
18,37,1
16,18,1
0,15,1
17,55,1
20,10,0
0,75,1
18,18,0
0,46,1
0,59,1
0,9,0
0,29,0
20,152,1
0,15,1
0,16,1
0,10,0
10,14,0
17,23,1
16,58,1
20,15,1
12,50,0
0,10,1
0,8,1
0,15,1
17,16,1
16,29,1
0,44,0
0,27,1
4,23,1
0,24,1
17,41,0
18,15,1
12,22,0
0,112,1
0,12,1
12,9,0
0,28,1
8,16,1
17,9,0
0,32,0
0,34,1
0,37,0
0,19,1
0,12,0
19,35,1
14,9,0
6,19,1
0,16,1
19,38,1
16,23,1
16,12,1
0,22,0
0,19,1
0,24,1
6,63,0
20,36,1
2,27,1
0,15,0
0,26,0
0,24,0
19,60,1
0,14,1
0,25,1
0,13,1
0,9,1
0,61,0
10,7,0
0,57,1
16,173,0
0,54,1
0,47,0
18,20,1
16,55,1
12,34,0
19,18,0
0,11,1
18,22,1
13,26,0
0,72,1
9,35,1
0,10,1
8,20,1
0,26,0
0,17,0
20,70,1
13,29,0
0,38,0
0,24,1
0,20,1
0,113,1
16,29,1
0,18,1
8,38,1
19,20,1
0,26,1
0,53,1
0,30,1
17,21,1
3,8,1
0,31,1
0,37,1
7,17,1
0,36,0
20,13,0
5,11,0
18,29,0
0,28,0
15,9,0
0,82,0
16,24,1
18,25,0
19,13,0
19,57,1
0,26,1
0,34,1
8,14,1
0,3,1
0,18,0
5,17,1
0,22,0
0,82,0
15,61,1
0,25,1
14,28,0
0,37,0
0,5,0
0,105,1
0,13,1
0,9,1
11,24,0
17,18,1
0,9,0
15,22,1
15,8,0
0,35,0
12,45,1
18,36,1
0,26,1
0,85,1
0,37,1
0,35,1
0,24,0
18,37,0
6,48,0
0,25,0
19,18,1
0,16,1
18,17,1
0,26,1
0,44,1
0,3,0
13,16,1
0,20,1
16,40,1
0,71,0
20,17,1
0,18,1
16,38,0
19,23,0
3,23,0
13,24,1
0,88,1
7,17,1
0,16,1
7,208,1
0,54,1
0,45,1
0,10,1
0,29,1
0,14,1
16,18,1
0,18,0
0,59,1
7,10,1
0,21,1
0,13,1
0,9,0
0,6,0
19,26,1
17,26,0
0,12,1
8,12,1
0,32,1
0,18,1
0,33,0
3,16,1
0,36,1
0,7,0
0,14,1
0,136,0
0,17,1
17,19,1
3,79,1
0,21,1
18,48,1
0,89,1
19,34,1
0,41,1
0,35,1
18,21,1
12,32,0
0,27,0
0,70,1
0,9,1
20,33,1
9,7,0
6,34,1
0,46,1
16,57,1
0,107,0
0,14,1
7,54,1
13,26,1
0,19,1
12,11,1
10,16,0
6,37,1
17,10,0
0,14,1
0,27,1
11,24,0
20,127,1
20,21,1
0,23,0
20,32,1
0,86,1
0,26,1
0,24,1
0,19,0
0,38,1
0,26,1
0,91,0
0,25,1
0,79,1
17,9,0
0,124,1
3,26,1
7,22,1
14,32,1
0,58,0
0,126,1
0,26,1
0,25,1
20,13,1
17,14,0
0,69,1
6,29,1
5,108,0
5,16,1
19,30,1
16,15,1
0,27,0
0,25,0
9,10,1
17,3,1
0,62,1
0,7,0
14,12,0
16,214,1
16,21,0
0,6,1
13,25,1
17,18,0
0,141,0
17,13,1
0,26,1
0,30,1
0,37,1
19,12,1
0,80,0
17,9,1
13,28,0
11,22,0
0,17,0
0,35,1
0,70,0
18,42,1
12,45,1
0,33,1
19,17,1
17,11,0
0,53,1
0,31,1
0,51,1
0,84,1
20,14,1
12,7,1
0,27,1
14,20,1
20,53,0
12,39,1
0,14,1
11,14,1
5,22,1
8,19,1
15,34,1
15,18,1
16,56,1
20,22,1
0,18,1
20,44,1
20,30,1
0,28,1
17,56,1
20,24,1
11,11,1
0,54,1
0,21,1
0,101,1
18,17,0
0,276,0
12,86,1
15,25,1
0,25,0
0,14,1
20,288,1
20,41,0
12,22,1
0,48,1
8,50,1
15,48,1
16,27,1
15,22,1
0,6,0
3,45,1
0,14,1
0,50,1
0,13,1
12,17,1
0,30,1
0,66,1
16,19,1
17,27,1
16,59,1
0,47,0
16,27,1
20,28,1
17,12,1
19,18,1
0,14,1
19,38,1
0,16,0
12,49,1
11,20,1
11,10,1
0,29,1
0,18,1
0,25,1
0,16,0
0,59,1
6,31,0
12,13,1
19,25,1
19,18,0
12,102,0
19,17,1
0,31,1
0,19,1
0,38,1
19,15,1
0,44,1
19,30,1
18,10,0
20,44,1
0,44,1
15,10,1
0,33,1
0,13,1
20,24,0
20,60,1
3,20,1
0,77,0
20,32,0
0,27,1
0,43,1
0,17,1
19,13,0
0,27,1
18,12,1
17,21,1
0,11,1
17,4,1
19,21,1
0,7,0
0,12,1
0,33,1
18,8,1
14,21,1
3,64,1
0,19,1
17,24,1
16,21,1
0,29,0
17,51,1
20,16,1
6,64,0
8,30,1
19,73,1
0,44,1
0,16,0
19,46,1
0,14,1
17,13,1
1,42,1
9,19,1
13,31,1
9,12,0
0,26,1
4,31,1
0,21,1
15,16,1
0,9,1
0,28,1
15,12,1
0,12,1
0,66,1
0,34,1
0,26,1
0,17,1
19,84,1
0,33,1
16,22,1
0,55,1
0,49,1
11,27,1
0,75,1
0,21,1
0,43,1
17,8,0
0,56,1
0,25,1
15,53,1
1,38,1
0,35,1
0,41,1
20,16,0
0,34,0
0,36,1
18,33,0
0,42,1
3,13,1
19,14,1
0,19,1
7,21,0
20,23,0
0,9,1
0,7,0
0,28,1
0,11,1
0,21,1
5,25,1
0,54,1
0,19,0
0,30,0
17,54,1
1,85,1
18,23,0
13,15,1
0,17,1
0,20,0
0,37,1
20,161,0
0,14,1
15,9,1
0,15,1
0,7,1
0,17,0
0,164,1
0,25,0
0,54,1
0,14,1
3,32,1
0,4,1
0,98,1
0,64,1
14,16,1
0,10,1
0,38,1
0,18,1
0,29,1
6,7,1
18,16,1
18,19,1
5,40,1
9,25,0
9,26,1
0,21,1
0,16,1
0,19,1
16,36,1
14,17,1
18,35,1
12,36,1
0,20,1
18,16,0
20,28,0
17,15,1
0,25,1
18,67,1
20,13,0
7,12,1
18,10,1
7,10,1
8,33,1
5,9,1
7,37,1
13,26,1
0,5,1
8,58,0
19,58,1
19,19,1
0,39,0
17,24,1
19,56,1
19,31,1
17,28,0
0,29,1
0,26,1
0,16,1
15,36,1
12,50,1
18,42,1
5,59,1
2,34,1
0,24,0
0,16,1
0,19,1
16,43,1
3,22,1
0,80,0
11,47,1
0,69,1
8,40,1
0,18,1
0,96,0
15,8,0
2,25,1
0,54,1
0,94,1
0,26,1
4,40,1
14,37,1
11,30,1
18,45,1
0,11,1
0,49,1
13,29,0
0,28,1
5,20,1
19,18,1
15,9,0
14,11,1
11,26,1
4,12,1
0,20,1
19,49,1
20,130,1
7,38,1
0,12,1
0,54,1
0,18,1
0,50,1
6,44,1
13,77,1
18,20,1
0,18,0
16,17,1
0,11,1
13,17,1
0,18,1
0,18,1
13,19,1
0,23,0
8,21,1
0,13,1
0,13,1
0,81,1
20,36,1
5,88,1
0,16,0
0,19,1
12,95,0
0,53,1
0,13,1
0,45,1
19,12,0
0,18,1
0,214,0
0,169,1
0,12,1
3,40,1
19,24,1
5,59,0
0,86,1
4,42,1
0,13,1
0,12,1
15,11,1
0,21,1
7,24,1
1,17,1
0,7,1
0,21,1
0,19,1
1,28,1
0,19,1
0,24,1
15,11,1
0,207,1
2,32,1
16,46,1
0,35,0
13,18,1
3,14,0
0,26,1
1,23,1
7,211,1
0,104,1
8,15,1
0,15,1
0,78,0
0,15,1
0,18,1
0,19,1
0,34,1
5,22,1
4,17,1
0,23,1
11,11,1
18,108,1
17,10,1
0,9,0
20,27,1
0,14,0
8,21,0
0,22,1
0,20,1
17,9,0
19,47,1
0,20,1
0,20,1
16,15,1
19,19,0
0,29,1
19,19,1
18,15,1
0,165,0
0,38,1
0,17,1
0,148,1
20,11,1
0,26,1
0,9,0
11,21,1
20,23,1
0,22,1
18,36,1
20,38,1
17,10,0
19,83,1
0,50,0
17,69,0
2,29,1
0,21,1
18,42,1
0,36,1
16,42,1
0,43,1
20,28,0
0,17,1
0,25,1
0,20,1
0,17,1
20,13,1
5,29,1
8,25,1
0,41,1
5,32,1
12,24,1
0,27,1
0,33,1
15,19,1
16,32,0
0,45,1
0,36,0
0,28,1
0,26,1
17,12,1
20,127,0
17,4,1
0,34,1
13,10,0
0,50,1
19,31,0
17,30,0
14,19,1
19,13,1
11,27,1
0,10,1
0,46,0
0,29,0
17,48,1
0,23,1
0,109,1
12,9,0
20,12,1
19,44,1
20,9,1
20,45,1
5,228,1
13,46,1
16,30,1
20,19,1
0,113,0
0,19,1
0,54,1
0,85,1
20,21,1
15,9,0
17,20,1
0,29,1
11,10,1
0,11,1
0,23,1
7,43,1
0,30,1
0,14,0
0,55,1
13,21,1
14,62,1
16,88,1
0,42,0
0,27,1
19,29,1
19,40,1
0,12,1
16,14,1
0,9,1
11,57,1
0,16,0
0,14,1
0,28,1
0,33,0
0,15,1
0,22,1
0,38,1
0,20,1
17,37,0
14,5,1
0,50,0
0,72,1
0,20,1
18,9,1
4,10,1
5,37,1
17,41,1
0,37,1
17,8,1
13,12,1
18,16,1
0,12,0
0,26,0
19,24,1
3,45,1
0,37,0
18,14,1
17,95,1
14,13,1
1,62,1
6,43,1
0,14,1
13,43,1
13,18,1
19,22,1
0,43,1
17,29,1
19,32,1
4,25,1
19,28,1
0,17,1
2,20,1
14,45,0
0,20,1
17,27,1
16,27,1
0,19,1
0,53,1
0,28,1
0,38,1
6,11,1
15,180,1
20,21,1
0,36,1
18,18,1
13,16,1
0,22,1
16,55,1
0,5,1
11,7,1
20,10,1
11,27,1
19,45,1
18,39,1
19,77,1
2,11,1
13,16,1
0,30,1
0,32,1
20,12,1
17,21,1
0,11,1
0,51,1
18,30,1
0,38,1
20,33,1
0,19,1
12,15,1
0,34,1
0,28,1
19,37,1
12,21,1
19,34,1
0,31,1
14,15,1
0,26,1
0,36,1
0,27,1
0,14,1
0,18,1
3,32,1
0,33,1
0,28,1
9,48,1
0,40,1
16,56,1
0,13,1
0,24,1
16,27,1
0,22,1
6,32,1
0,46,1
0,25,1
0,28,1
0,23,1
0,16,1
7,25,1
19,28,1
0,32,0
20,13,1
0,16,1
0,28,1
0,43,1
0,75,1
6,42,1
0,35,1
0,20,1
7,43,1
0,19,0
7,58,1
0,21,0
11,16,1
9,33,1
0,31,1
4,23,1
12,41,1
0,229,1
3,16,1
0,205,0
14,16,1
0,38,1
20,35,0
0,8,0
0,48,1
20,52,1
15,30,1
0,39,1
0,15,1
0,15,1
0,7,1
16,57,1
0,29,1
0,28,1
0,34,1
0,38,1
0,20,1
18,19,0
0,20,1
0,35,1
20,6,1
0,26,1
15,14,1
15,17,1
14,2,0
15,21,1
0,15,1
19,46,1
17,21,1
0,54,1
0,96,1
0,17,1
0,17,1
0,30,1
0,4,1
0,22,1
0,21,1
17,15,1
0,64,1
0,9,1
20,3,1
0,18,1
0,43,1
0,9,1
0,899,1
0,15,1
0,34,1
16,23,1
18,87,0
0,22,0
0,47,0
0,76,0
0,10,0
0,3,0
0,24,0
11,8,0
19,18,0
19,47,0
0,18,0
0,42,1
0,30,1
18,14,1
0,10,0
0,57,0
4,83,0
0,23,0
0,7,0
17,28,0
0,73,0
0,26,0
16,25,0
0,10,0
20,19,0
20,79,0
0,46,0
0,47,0
0,23,0
18,23,0
12,44,0
13,16,0
0,82,0
9,17,0
0,24,0
0,23,0
0,4,0
20,36,0
20,31,0
0,18,0
0,31,0
0,35,0
19,13,0
18,10,0
0,14,0
0,35,0
0,86,0
0,53,0
7,35,0
0,78,0
11,4,0
0,14,0
0,35,0
0,21,0
19,36,0
20,22,0
0,22,0
0,42,0
15,31,0
0,14,0
14,26,0
0,15,0
0,15,0
20,7,0
20,73,0
13,26,0
0,47,0
14,65,0
17,25,0
20,14,0
0,47,0
19,78,0
0,10,0
19,42,0
14,10,0
0,15,0
20,13,0
19,39,0
0,41,0
0,28,0
18,19,0
0,23,0
0,69,0
20,10,0
