key,BPM,diatonicSTR,chordsChange,chordsNumber,dancebility,beatsLoud,meanZCR,stdZCR,meanSpecCentroid,stdSpecCentroid,meanSpecContrast,stdSpecContrast,meanSpecBandwidth,stdSpecBandwidth,meanSpecRollof,stdSpecRollof,meanMFCC_1,stdMFCC_1,meanMFCC_2,stdMFCC_2,meanMFCC_3,stdMFCC_3,meanMFCC_4,stdMFCC_4,meanMFCC_5,stdMFCC_5,meanMFCC_6,stdMFCC_6,meanMFCC_7,stdMFCC_7,meanMFCC_8,stdMFCC_8,meanMFCC_9,stdMFCC_9,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,meanHPCP_1,meanHPCP_2,meanHPCP_3,meanHPCP_4,meanHPCP_5,meanHPCP_6,meanHPCP_7,meanHPCP_8,meanHPCP_9,meanHPCP_10,meanHPCP_11,meanHPCP_12,meanHPCP_13,meanHPCP_14,meanHPCP_15,meanHPCP_16,meanHPCP_17,meanHPCP_18,meanHPCP_19,meanHPCP_20,meanHPCP_21,meanHPCP_22,meanHPCP_23,meanHPCP_24,meanHPCP_25,meanHPCP_26,meanHPCP_27,meanHPCP_28,meanHPCP_29,meanHPCP_30,meanHPCP_31,meanHPCP_32,meanHPCP_33,meanHPCP_34,meanHPCP_35,meanHPCP_36,stdHPCP_1,stdHPCP_2,stdHPCP_3,stdHPCP_4,stdHPCP_5,stdHPCP_6,stdHPCP_7,stdHPCP_8,stdHPCP_9,stdHPCP_10,stdHPCP_11,stdHPCP_12,stdHPCP_13,stdHPCP_14,stdHPCP_15,stdHPCP_16,stdHPCP_17,stdHPCP_18,stdHPCP_19,stdHPCP_20,stdHPCP_21,stdHPCP_22,stdHPCP_23,stdHPCP_24,stdHPCP_25,stdHPCP_26,stdHPCP_27,stdHPCP_28,stdHPCP_29,stdHPCP_30,stdHPCP_31,stdHPCP_32,stdHPCP_33,stdHPCP_34,stdHPCP_35,stdHPCP_36,genre
1.0,-0.09150439322041115,0.20641448439741206,-0.5190141715622052,-0.1578947368421052,-0.8559635695234327,-0.8899708514935009,-0.3835710788584895,-0.5578891587630539,-0.36271851248365883,-0.40001640405741856,-0.465770763426844,-0.761075887578913,-0.1942810420875729,-0.3000423382253611,-0.3034624227663437,-0.10320838350129302,0.15998947543329023,-0.20993591289224356,-0.17896797185488444,-0.3673998236243524,-0.3137765143370218,-0.6349416171894288,0.035868462351886246,-0.6884019211873753,-0.138500560730697,-0.8372771112652141,0.21429558251658962,-0.6760839250421066,-0.18982591479165736,-0.39653941072194554,0.03487168045699851,-0.7504455483899195,-0.48853141970109426,-0.7610944093936887,0.03169833860329921,-0.8330695811764298,-0.18041963125774607,-0.8078804443098098,0.25618764713582576,-0.8317807844892141,-0.1790274800372195,-0.7579199826675085,-0.6461304078591672,-0.4843395169186273,-0.6229558750652784,-0.6574907770713088,-0.7130250214204497,-0.8003392471725952,-0.6187962507902804,-0.36527765225410636,-0.3351653540460645,-0.0006738968313175775,0.41486046273513866,-0.5718687081154652,-0.8213964071598081,-0.8273715572091062,-0.8325229950331026,-0.6731602717070984,-0.3633012944093813,-0.4066022394032217,-0.49931821116874453,-0.434901572823402,-0.4544986028821333,-0.14275692225941827,0.4080870475298872,-0.3442520864545935,-0.5191525832243458,-0.5919342392563747,-0.7146764779455039,-0.8013740590549103,-0.8113064175391999,-0.6954668073908803,-0.4515285191798709,-0.14779874233136792,-0.4490960299289909,-0.48626070637618646,-0.3687221763788967,-0.6311032589910555,-0.148606660982188,-0.002753088278932392,-0.03903371996752081,0.04597427149159228,-0.21420804706132046,-0.5244743572508339,-0.14528896564689375,-0.07578146392503948,0.1325623564851448,0.4524070117824537,0.7592130674362083,-0.10890335379065874,-0.3733370107488443,-0.461901753645624,-0.5981079619237983,-0.036752852390844915,0.297282863165401,0.05087939217908888,0.1908720802411965,0.051162011509122696,-0.11663643214108965,0.3941380799496228,0.6338049424469503,0.38222522069018305,-0.06877532753807136,0.11269089439803359,-0.38730753958180675,-0.25419206669283634,-0.4118264369611133,-0.4287224111697632,0.2123225822208612,0.21941188564901304,-0.03938960639721678,0.1815506988262987,0.14914264029065016,-0.3463443568675574,jazz
1.0,0.2569755202407147,-0.2759133718722526,-0.19834190458841128,0.2631578312108396,-0.9261658312297933,-0.8650024380072423,-0.7195515613200892,-0.8574470983914756,-0.6701177260843346,-0.5535346150177358,-0.21884207033500447,-0.6573535699236359,-0.384319229580411,-0.2223227219916709,-0.5547251194526558,-0.16178927688135547,0.4025668443614212,-0.04565572369759274,0.19339857532102106,-0.5911131291296603,0.03769570509095199,-0.5496115144566638,0.08241616394920756,-0.7020056228103944,0.11331742192944877,-0.8104458185335225,0.10217317535852202,-0.46312254270418807,-0.20067379140293903,-0.29544090873211193,-0.041627573350891345,-0.6966045547781526,-0.32704715425235925,-0.397031583982564,0.29248538732630125,-0.8130289983807983,0.1607055912812412,-0.8607191171295292,0.41592941935762,-0.5750025858415578,-0.2727528105837419,-0.5565036815609178,-0.502876744743878,-0.45091147150900235,-0.7464489229375143,-0.7811631762640118,-0.724775551684153,-0.687252790330743,-0.47642225463040333,-0.31683880972633394,-0.6556940314263029,-0.5276010837571382,-0.14964626568220718,-0.5501638308591326,-0.6579861272610239,-0.6483639319980139,-0.7507734904509497,-0.5043135499992927,-0.024702580415079778,-0.414492266423377,-0.6494432213834851,-0.5704413334221352,-0.7025061823183281,-0.6358203412770318,-0.6032809525066984,-0.7835043634352482,0.15600761042654998,0.4931742649999551,-0.13832363966687844,-0.4759735747131866,-0.5975745174087228,-0.6271932300155796,-0.6525386744861605,-0.591580799918211,-0.7757819109751053,-0.7678874590926426,-0.6572733097365229,-0.5799412122873435,0.16350449623266772,0.14287806478581055,-0.15410357415570552,-0.33302402816490895,-0.23722648293078918,-0.24619546195548758,0.15139381754832826,0.04183840855879639,-0.09836779790200212,0.03915044597835893,0.37595943089061756,0.17533137527194342,0.10211052425842393,-0.03976875019762871,-0.44354938457554893,0.11539033828051393,0.5026677512284901,0.12807439088911776,0.0009208288434843226,-0.035169692913119555,-0.45886762914272927,-0.03601965579756672,-0.09580874568518105,-0.5404512258999405,0.6321312977122051,1.0,0.29301459133585617,0.2574669210009892,-0.07071310285507937,-0.22596831524762184,0.1210903739469007,-0.060914030156833165,-0.3443423486443391,-0.17093539368815225,-0.18916324764085346,-0.21587440755803255,jazz
-1.0,0.18585921701998043,-0.11870453215883159,-0.5044381338369833,0.47368414700031325,-0.9114796155278101,-0.7854657840051248,-0.6526176902586571,-0.9073618758669331,-0.6501037135841478,-0.8458774128402283,0.84408829168957,-0.3838828161883734,-0.7303868975802464,-0.866922407113143,-0.5883267951983441,-0.8296748781445777,0.4833468137018846,-0.48626874713629964,-0.6734887430340597,-0.5720396030996321,0.2154814642988886,-0.7838513673713529,-0.3888878251063313,-0.5730704533134716,-0.1743234287809634,-0.6033583890480032,-0.4569107071126627,-0.5932109332802843,-0.2957737476713477,-0.4129250582896449,0.0916999110614749,-0.5555933364528219,-0.6476896417142948,0.1939824515122499,-0.6201539643082988,-0.6985972246921507,-0.7130216630482006,-0.657272014667833,-0.19964585339824525,-0.8387229543825432,-0.7898162374461378,-0.5498757014470551,-0.7032381595010799,-0.7295701393979943,-0.3050831530601861,-0.010736088637954944,-0.36624082563371674,-0.5737801528986868,-0.5010441153540198,-0.603383399448374,-0.6147613461434608,-0.260327328519638,-0.07329564971995539,-0.6792041840098761,-0.6003267726475343,-0.6636369276489698,-0.7308439810734847,-0.712791221793734,-0.7853030219244368,-0.6454199465676258,-0.6482756166380099,-0.7623502317574388,-0.9341912402751564,-0.9412273932720283,-0.9585496248344815,-0.7078598054784567,-0.4229072779523929,-0.6370445769175327,-0.6460539267800729,-0.6366016743927931,-0.7722043494569487,-0.8647502398850966,-0.8125259340488269,-0.7532718450712759,-0.5963510769135519,-0.5868232356323295,-0.6971586005511161,-0.7220721063949396,-0.1447887958905748,-0.2941301799481155,0.6282353771128348,0.8165185103822636,0.13200825767740798,0.01859992204122385,0.2719261881565447,-0.21176125488303965,0.000646184307305786,0.5624994696071064,0.7861838856861991,-0.2010150644803288,0.4232437020920865,0.001862944478058015,-0.21419775558277776,-0.002905831837201278,-0.44622826514865743,-0.016016032227259336,0.1332202897085344,-0.3659702443902586,-0.8540275775612484,-0.8098355991284133,-0.9046270333901891,-0.4039252322782607,-0.18379346191533108,-0.2486196581829413,-0.24364616819498708,0.14635759174223462,-0.28377591524979284,-0.5975880680308058,-0.12144584299772954,-0.40632761116141225,-0.07905861553555682,0.20060738864175987,-0.3663854901589465,-0.4307080215674072,jazz
-1.0,-0.16226922627364826,-0.32687121583892575,-0.7668063554688437,-0.4736842105263157,-0.9039333763033134,-0.8156948853768127,-0.8198942800003319,-0.9506202494402614,-0.7107529931847589,-0.793825442563863,-0.16628712657111544,-0.08833329034609516,-0.3682764276706574,-0.4751298581404053,-0.622634961359932,-0.4836927282217409,0.49729475237389353,-0.40047986581552353,0.22751314314162147,-0.49458072046650237,-0.20464404994928537,-0.7729083549975913,0.12503291242669246,-0.8863455198114768,0.19565914977361365,-0.6324021355926592,-0.22239130120546108,-0.8318058976614209,0.32800604545868745,-0.8221408890760513,-0.1983008389958162,-0.9449235912287175,-0.19527948755103353,-0.7981238165884286,-0.09077511077126821,-1.0,0.314865816320359,-1.0,-0.22518156578196558,-0.871979872429477,0.26661382635573433,-0.955597659707111,-0.9080477717328008,-0.874633790623703,-0.5999665244620802,-0.3833938732131602,-0.40705576883715233,-0.025475103768558327,0.16584178219374857,-0.1577542761619104,-0.862931996401214,-0.9232561051014236,-0.9098669329394395,-0.7913149883252235,-0.6467572463439826,-0.6821115477091777,-0.23707438068651365,-0.036509242548189214,-0.32455234777526876,-0.8906980165416136,-0.88668620405532,-0.7655880064545777,-0.16296911965818583,0.06281907300829537,-0.0848974701287919,-0.6504679564336033,-0.5493653452082379,-0.7765506468521024,-0.19314488424508758,-0.13978028556413225,-0.5728304979685742,-0.920117057577081,-0.9444737393717314,-0.907953273816438,-0.4607404792807003,-0.5002196164700278,-0.7504611954616736,-0.8878138643929716,-0.7947024695215632,-0.557055267568858,0.17766268456973955,0.4032406992189699,-0.023865445246125994,0.31914336218337924,0.5696590387661211,-0.11063247794529973,-0.6121523247740417,-0.6775300669021773,-0.7376673861605111,-0.41266239126260185,0.24114236415775414,-0.11413877328257549,0.14231487600207537,0.7712549587193425,-0.005793300415452007,-0.5702728264800967,-0.5518471101585696,-0.328390798664419,0.09349756326743242,0.5657031417333183,0.1333956769377267,-0.08184314707928309,0.15518315066582944,-0.45535795504513044,-0.0648949279012907,0.49875801443567824,-0.33591884237358205,-0.8114462205567778,-0.7871713617878409,-0.8080711447467956,-0.03227539569515003,0.24705854008498318,-0.5310786277771274,-0.8655383765623736,jazz
-1.0,1.0,-0.31082784998103397,-0.37325407580052994,0.052631515421365904,-0.9179387247101395,-0.7985336725984545,-0.7147219663588007,-0.9086931044675589,-0.7302960362652414,-0.8410340457622492,1.0000000000000004,-0.18702450080035615,-0.5936223998062566,-0.707862517072783,-0.6665117345579167,-0.6603904170095347,0.23450140447954526,-0.5706659984757086,0.13311707272442222,-0.615543731123297,0.2236192507803706,-0.6239589003199344,-0.25441463536518594,-0.6182700312975984,-0.05586342105038916,-0.518104879666101,0.10546920485096936,-0.5980561117458972,0.2560568013215287,-0.29193445816715613,0.08534389021919475,-0.7032932172593538,-0.1676555450752996,-0.3860937253515653,0.044262634681947716,-0.7239231269729726,-0.6464358611846275,-0.5956866885389824,-0.254670743023219,-0.5151420128728762,-0.2693226516701033,-0.10748680475760475,-0.5152936209906575,-0.7169856219785873,-0.9393432781044903,-0.9245935353961868,-0.9219166025725047,-0.45414883599920586,-0.33870614478558925,-0.5657453515655659,-0.7845054039863322,-0.8216335952340437,-0.8913748134431208,-0.9778931713995362,-0.9579021436057102,-0.9350869453323711,-0.7911960219331192,-0.7061533789348478,-0.7364650846798024,-0.6052900589829691,-0.4843881955910879,-0.5400239279114118,-0.6225192306174918,-0.5601446624215305,-0.6353432845685142,-0.9331995714138477,-0.9750466857165263,-0.9725100307442075,-0.6974137187554211,-0.3502991212753064,-0.3407158877577128,-0.6704406385063504,-0.7567644815452425,-0.7489585516316128,-0.9204317297991308,-0.9237877065499193,-0.8415775330819607,-0.5582135179467836,0.4581577148589546,-0.11949806022198928,-0.5910011253014004,-0.4870705237582861,-0.626699698208043,0.40405976525484677,0.6400600136967882,-0.0932124754571898,-0.16070936901327204,-0.10810147737534292,-0.5490047386417061,-0.7774981137252294,-0.6091231911644579,-0.5672082937552478,-0.23192031765945365,0.1033093470746218,-0.20549448663125014,0.08167465330300794,0.5170067195414734,0.09607176669570916,-0.02222356954171012,0.2630863564922068,-0.04111652865163773,-0.5696615929877128,-0.8065094786395819,-0.6883978832643338,-0.17196641894316778,0.71224041883835,0.5166602454943328,-0.18439532478160914,0.04047170675785439,-0.10735570729228705,-0.5974681405269444,-0.49918763475156,-0.31039895800171324,0.10139213868655816,jazz
1.0,-0.24844660276318975,-0.027237466145735523,-0.09630981644344794,0.2631578312108396,-0.6402711775247024,-0.6934273719414523,-0.6267934642800833,-0.9037235116241387,-0.40245365048644566,-0.7690504596896796,0.4372575236037637,0.328561752298685,-0.11215049157496004,-0.6395275976545388,-0.21589479490087438,-0.4594144818328476,0.050191900063656814,-0.6448680893984915,0.05049173170874259,-0.671452513503455,0.14774533919754207,-0.6256518515015093,-0.3386577752267233,-0.7429648233041282,0.34087389976716864,-0.6748964854140297,-0.21228393436221377,-0.578785417314317,0.34169961192563997,-0.5028694415923425,-0.2742473357548044,-0.5919052605198414,0.2855586515025721,-0.13013412399630564,-0.09086233766528179,-0.6155766266269181,0.7542343308175248,-0.5875551851488816,0.03974961366732638,-0.1111963537155718,0.2642237409583521,-0.34073662624763856,-0.7409053534427891,-0.6320029287610782,-0.5661780595056074,-0.4487538593001339,-0.43286298831174264,-0.660170539739167,-0.7070931784508835,-0.6545364664633762,-0.661132915814165,-0.5619601088780652,-0.5618350408244642,-0.9199651375785692,-0.8911810861229484,-0.8272054760797107,-0.8270426403462235,-0.80943698431035,-0.6603602693218384,-0.5916312568670039,-0.5442847977860231,-0.3954700263355574,-0.758292059485008,-0.8878261877300153,-0.8499506776831748,-0.7967317082524811,-0.64543201902787,-0.6949645447210688,-0.858019628410434,-0.94159988198111,-0.9389922910839539,-0.7665886940469189,-0.791242251883902,-0.7883793499468058,-0.6291278459903781,-0.34937568820141995,-0.0688513982239699,-0.5515701151995547,-0.06414414735308793,0.04189417835890885,0.42704867600733465,0.48457559778169346,0.3324206795400386,0.055189213056967557,-0.00265653573092961,-0.04480450234084188,-0.10271445587649009,0.22182918347895986,0.07259946047124166,-0.4943418528526301,-0.2569395295507415,-0.10904126735226893,-0.3031842251283765,-0.1510078579224542,0.050031907649253915,0.08570484721191263,0.1830271776504484,0.2909198664715318,-0.2307799406250286,-0.3528598559327836,-0.3847697609456068,-0.1560219534247287,-0.032086398873248934,0.015470179025876218,-0.5053546028273149,-0.5538491974187899,-0.6107403809544945,-0.24775510006698243,-0.008551324494398882,-0.30532997813850415,0.012799117583940145,0.612731319376838,0.7038549314119689,-0.05070192010158636,jazz
-1.0,0.15057983490052385,-0.08759869184779934,-0.15461389697169936,0.47368414700031325,-0.7436251138844343,-0.6990695835300348,-0.8669454886438132,-0.8958677321541928,-0.8112268945735925,-0.6813577991460608,0.3139166213881688,-0.265000445869505,-0.6536626016495125,-0.49254595925432354,-0.7022824598261042,-0.4408948909021798,0.473768474907327,-0.17354354010196804,0.09076803296430999,-0.49274600746970354,0.2914375816945851,0.027262732649121046,-0.06969503871928734,-0.34015486835514996,0.08468748238295376,-0.24496319627734686,0.3017372719976909,0.000989606696504275,0.17930197154906508,-0.042543502865547866,0.022677981738977004,-0.41028736760665296,-0.37047564306656616,-0.43240294986578665,0.22554091309564706,-0.7453027353404464,0.020891723600751755,-0.9082527302141348,0.11431419937518883,-0.6590012138526751,0.07370306417762423,-0.5893947647085461,-0.8637622881779029,-0.8112775114672429,-0.6447997364175441,-0.5225878058948155,-0.5214050334986815,-0.397603678146929,-0.44924619565838175,-0.6736121697867922,-0.8283692232962518,-0.8507446784591726,-0.8437963185672116,-0.8275564246552324,-0.8468960159504516,-0.889409770138948,-0.7414951999516777,-0.5920602308481727,-0.494561141387745,-0.46037312891808313,-0.44545504732844354,-0.4422335382467608,-0.6631913287544845,-0.7652118976855314,-0.7647719564393964,-0.7185222967521129,-0.5941601678768348,-0.5644933959045991,-0.19573733938345128,-0.4183300175418786,-0.6757091108650308,-0.7981634333268618,-0.8945052043828108,-0.8740979378770004,-0.7372001422941361,-0.7463328071238274,-0.7451640303525715,-0.8094170188979368,-0.31818919573110094,-0.3102059255563364,0.24494927895945806,0.3392508915110908,0.1643482559423446,0.29815512468661076,0.32724722214495605,-0.3099185701872097,-0.38437252609168215,-0.4382678819717858,-0.6579819327704571,-0.4579746529719071,-0.3885407491417232,-0.4725990586741353,-0.2553479224160031,0.3285609660027682,0.21343988408367087,0.19850188575030203,0.45312763614100104,0.20470858307153894,-0.1256605345542513,-0.07190085236676858,-0.30664554941562205,-0.06805926354948122,-0.0025082749228499956,0.11922912102673866,0.48123052968463487,0.49578664211357615,-0.06471491845548283,-0.3305602034128542,-0.4492099121755089,-0.521078476474808,-0.11739747673781575,0.022997042507247434,-0.2000110343264475,-0.2763990132130283,jazz
-1.0,-0.5525995349036887,0.238354518894208,-0.44613408849504976,0.2631578312108396,-0.8650939125236589,-0.8116994567587797,-0.6474395678259354,-0.6620447413159867,-0.6960392602074927,-0.6023871303105205,0.37517042218074126,-0.06731680368034176,-0.6147801611661439,-0.7296127477182428,-0.6642187393484175,-0.4535154875316132,0.3010334778450847,-0.13081402610373272,0.03627990126396381,0.1860642791445204,0.15408543215560588,-0.457906777842619,-0.206141674192241,-0.5138588932213828,0.23626853600901876,-0.25392007648991055,0.0036531391969803206,-0.44142502070130485,-0.10384927897567953,-0.2546358110548308,0.3288862600436768,-0.7094082755189139,-0.42096526277915,-0.7788015797493646,-0.09728724482459983,-0.7493903981833578,-0.17680271152183785,-0.8274122681017226,0.17449647323047324,-0.3944649902065207,0.039864164264663715,-0.3735622384902668,-0.9373766995039597,-0.8956933774887608,-0.6315569147552088,-0.2023096967032899,-0.09094858805128425,-0.7114138818571495,-0.8697336100358093,-0.8630979566713803,-0.8256925838855194,-0.6769682484745103,-0.5256806277845404,-0.7662900967956878,-0.5812791339481305,-0.5444439794455379,-0.8967858492120806,-0.8933219753699488,-0.8666960412238118,-0.5579453836943709,-0.31784981220162645,-0.2804125244090355,-0.8500981156206955,-0.9291585112782598,-0.8941103777539207,-0.7035117505127377,-0.3195007540258874,-0.46178773192518563,-0.8643337034596269,-0.9307904923596995,-0.9231721328543744,-0.8965396559589762,-0.8608602565523888,-0.8752383786832909,-0.9631552030373173,-0.8745674683004512,-0.8395431205331478,-0.964616327502052,-0.5943898113332075,-0.5515303287298315,0.22594162813072494,0.6625378372281807,0.691783191273172,-0.10555275057648505,-0.35637472279588356,-0.4219021891444017,-0.3105468874770829,0.01577502124837893,0.3049173919125254,-0.17447414290150154,0.5380071072178081,0.4635719383822512,-0.6006706436546706,-0.5002420915186082,-0.46260457898103335,0.2159937630873432,0.6428643108316618,0.5554312073498691,-0.4614414908789096,-0.5382945163196864,-0.5246688554911707,-0.08991210185599963,0.37278321847669416,0.3483604984401458,-0.5208928816612176,-0.441881071644305,-0.449522962054943,-0.6499478112916066,-0.28421254248713845,-0.4493358403187604,-0.8228380922641937,-0.24299918578949564,-0.2685447139984596,-0.7940316272476293,jazz
1.0,-0.2351295936564899,0.42716445952975857,0.13690636492428676,0.47368414700031325,-0.6910571564983089,-0.5762477817685845,-0.7849751466719774,-0.8123034502517565,-0.6287355006513445,-0.5665288792833992,0.2678939333668464,-0.11593806570826004,-0.4494459753936053,-0.4750069347093412,-0.5032752647789738,-0.3562424288545397,0.25271459964092546,-0.4508769764780526,-0.22764963870687616,-0.2339053069684336,0.37845206997396763,-0.7203806482779098,0.40809707611260654,-0.684482588018391,0.3995593602458585,-0.29275289842141805,0.10234321895386903,0.3316462975457044,0.42989749044633097,-0.11861615597097619,0.02502375009794272,-0.5609615736555937,0.006588324282418623,-0.32089431490543086,-0.004797254337614298,-0.6838252021023884,-0.059970458643109126,-0.7673370620742731,0.216163258414507,-0.7000771861733432,0.10459761948478588,-0.6778588317605643,-0.6982392316612767,-0.5641658310446885,-0.4846412433969065,-0.37091116937937507,-0.36186932564071517,-0.7454631455454725,-0.8925047161346544,-0.7645733728544329,-0.43949517706534336,-0.38144721249004954,-0.3558806410996701,-0.7337556732096973,-0.8244216115652448,-0.8500910558059359,-0.7687226816579149,-0.6461604555450665,-0.49857352184360293,-0.45499198127175866,-0.5140778375867853,-0.5457596433752873,-0.8688876044950632,-0.9384044097734416,-0.8409801298091472,-0.6978357307682168,-0.5165565080169766,-0.6229081088412612,-0.676966540790316,-0.782216608171165,-0.7757511051317811,-0.48322316804239307,-0.6488810071773026,-0.6528239355756961,-0.7248919635416238,-0.819727325113866,-0.7726342347996049,-0.6905978770851848,0.00934968706291972,0.11792082651050895,0.39475776456917466,0.48608227833450046,0.3393999989853371,-0.1427898387309856,-0.4994832960697899,-0.34395860976462866,0.35197532907691254,0.393719974750836,0.3100568624788067,-0.04664988211698162,-0.10863967639927141,-0.29153730196895566,-0.21630870781076716,0.2694171243549419,0.22007020789491105,0.37003127583025064,0.3679403425189849,0.17812187925307188,-0.5294983552539078,-0.6168211376224397,-0.4375096074913153,-0.06582143957141695,0.031691613502552896,0.017815929038795586,-0.11802853219787934,-0.10421865566848754,-0.29071050363320816,0.0671204945639996,0.0789988515068385,-0.21105686784598476,-0.1846393913690061,-0.306634335924746,-0.2473846782412774,-0.10993127691045301,jazz
-1.0,-0.18076440374320724,-0.2973344057830023,-0.4607101262202715,0.47368414700031325,-0.8453999634241793,-0.6367527685344193,-0.8346818027168545,-0.9071924202110313,-0.8132151276619981,-0.8264082668518047,0.2893307840304624,-0.3098776618102883,-0.5486859859853555,-0.6434017624029296,-0.7905193944013733,-0.690692171633132,0.46898146933778984,-0.6702095117941252,0.21440587752429593,-0.5021425494574423,-0.13345936171829093,-0.7001077697480124,0.07060893328321974,-0.657383375360146,0.2099354886230223,-0.5979088899071073,0.13814175289751646,-0.46519549883507727,0.3042060807905646,-0.3447944278141364,-0.14139520652841386,-0.5681498836063887,-0.4047197071797366,-0.4741600301467901,-0.3311900476425368,-0.7339099924655328,0.1356056847566671,-0.8649326872782678,0.27755445109993937,-0.569490980817389,0.2895842742390937,-0.5656355844686812,-0.6080735277995994,-0.8193883401333518,-0.7809516919887596,-0.6654409678741007,-0.769474523184226,-0.6036674696521194,-0.4572993552795829,-0.5832938927964422,-0.9188258968608054,-0.9437082310634759,-0.8797749050387763,-0.5146106021404011,-0.31428000600495354,-0.5507350403000999,-0.7168880127873893,-0.5196545346256185,-0.5481084715017801,-0.9103346828148476,-0.8920811291063149,-0.8499552162902402,-0.565544316580921,-0.48349614086245407,-0.6461869403373306,-0.948978341441093,-0.9174043771847114,-0.9199541392310813,-0.5682850963547287,-0.443096229642274,-0.551949873270159,-0.5715074805025107,-0.7063595526849114,-0.7836781583115942,-0.6105693581597164,-0.5174872943029403,-0.6114480008081284,-0.5883424661747239,0.11890401733003841,-0.4502890595797009,-0.047610809125306686,0.287043370684926,-0.25309724918086596,0.05543519243935369,0.2692644664179502,-0.1636093551472484,-0.5696307819446648,-0.665887907782388,-0.44555583088304307,0.22605111567500646,0.852781892176252,0.07253496659195369,-0.17167642139515116,0.4670494759546717,0.13206104407501562,-0.5733997881130561,-0.39816136778834854,-0.34993783466145345,0.024715115363031392,0.4489943209800882,-0.1211561585016181,-0.7917265058686462,-0.7707005598300369,-0.6232486582654445,-0.04852404992593784,0.5077557493148603,0.1103508615510862,0.10732566756788287,0.0550564691547224,-0.3909898281287104,-0.19564677328048252,0.29798774485415525,-0.1529835551257801,-0.05179660293701849,jazz
